,learning_rewards,learning_steps,learning_discounted_rewards,learning_success,learning_collision,learning_fell_into_cliff
409,-100.0,1.0,-100.0,0.0,0.0,1.0
410,-68.5,19.0,-12.238352591654769,0.0,3.5,0.5
411,-103.0,4.0,-48.46068785059549,0.0,0.5,1.0
412,-66.0,16.5,-32.91706794612629,0.0,1.0,0.5
413,-106.5,7.5,-43.477607323696986,0.0,3.0,1.0
414,-112.0,13.0,-11.222448104219238,0.0,2.5,1.0
415,-105.5,6.5,-27.696901710756546,0.0,0.5,1.0
416,-75.0,25.5,-4.667284297950159,0.0,5.5,0.5
417,-103.0,4.0,-48.46068785059549,0.0,1.0,1.0
418,-107.0,8.0,-35.07544892049698,0.0,1.5,1.0
419,-104.0,5.0,-58.25694617744409,0.0,0.0,1.0
420,-102.0,3.0,-63.35314392529774,0.0,1.0,1.0
421,-105.0,6.0,-38.977587774244085,0.0,1.5,1.0
422,-101.0,2.0,-80.7206415968,0.0,0.0,1.0
423,-120.5,21.5,-5.085466199422408,0.0,0.5,1.0
424,-105.0,6.0,-34.272270167626225,0.0,1.5,1.0
425,-107.0,8.0,-22.222317661644617,0.0,1.0,1.0
426,-30.0,30.0,-4.392852698652579,0.0,5.0,0.0
427,-100.0,1.0,-100.0,0.0,0.0,1.0
428,-102.5,3.5,-65.34419004520086,0.0,0.5,1.0
429,-115.5,16.5,-26.46238817496087,0.0,3.5,1.0
